Mixture	S1	S3	S4	P-value	Correlation	RMSE
4033	0.25495578180267314	0.60529146236665388	0.13975275583067301	0.00000000000000000	0.99176973572173244	0.25746817376949233
4034	0.23729385773303141	0.76270614226696853	0.00000000000000000	0.00000000000000000	0.99353193163195230	0.24237871407974118
4027	0.39176870141179704	0.28462953183060419	0.32360176675759872	0.00000000000000000	0.99428484803692385	0.15888598064193221
4028	0.23821956025921362	0.76178043974078624	0.00000000000000000	0.00000000000000000	0.98702274025731174	0.26161455285629009
4112	0.49716348578298264	0.26681503483099367	0.23602147938602369	0.00000000000000000	0.99552009370861427	0.10068169104097058
4113	0.18288095641263646	0.81711904358736354	0.00000000000000000	0.00000000000000000	0.98835370171498471	0.30681033631034321
4116	0.33696968091627072	0.58116523957009514	0.08186507951363398	0.00000000000000000	0.99547476391013112	0.15944044903636256
4117	0.21088185033183549	0.77981776235440692	0.00930038731375762	0.00000000000000000	0.99357766078462406	0.26909719424720152
4214	0.32204787345025265	0.61803603439327914	0.05991609215646830	0.00000000000000000	0.99582717929463527	0.16672583357089096
4215	0.24992348716977436	0.74316614933016634	0.00691036350005910	0.00000000000000000	0.99492376101059832	0.22717349177350782
4315	0.38213913352728041	0.34566329859340050	0.27219756787931898	0.00000000000000000	0.99556952549930500	0.15173709353425663
4316	0.11914390026963199	0.88085609973036805	0.00000000000000000	0.00000000000000000	0.99575658197838735	0.35300742868582763
4340	0.35694788393305660	0.58392965877448089	0.05912245729246254	0.00000000000000000	0.99573994405567057	0.13801091880532071
4341	0.34011634001121427	0.63996875994421887	0.01991490004456695	0.00000000000000000	0.98783355061078115	0.18702908884903241
4344	0.23228424725510630	0.74322821706499631	0.02448753567989735	0.00000000000000000	0.99657703694846778	0.24236499458105670
4345	0.32290313543168947	0.63985717419232346	0.03723969037598714	0.00000000000000000	0.99547826562754738	0.16384764070004973
3532	0.38615506281055156	0.44976168311768522	0.16408325407176325	0.00000000000000000	0.99122535155177849	0.15938001916452160
3533	0.18914394817504604	0.81085605182495391	0.00000000000000000	0.00000000000000000	0.99085286185944021	0.29500573890091492
3536	0.30147892397330806	0.57518254977720329	0.12333852624948857	0.00000000000000000	0.99683737447451404	0.19276238770193260
3537	0.24107132488754926	0.75892867511245066	0.00000000000000000	0.00000000000000000	0.99492296665857072	0.23426636273748200
4299	0.36435902544748316	0.48438064637216277	0.15126032818035420	0.00000000000000000	0.99498281049357340	0.15093041299978086
4300	0.29346102450315975	0.69942580433324475	0.00711317116359563	0.00000000000000000	0.98771380766392280	0.21676783953791226
4722	0.36632234304369654	0.42563815066710076	0.20803950628920267	0.00000000000000000	0.99382830192945926	0.16430056987438288
4723	0.18409756768114829	0.81590243231885162	0.00000000000000000	0.00000000000000000	0.97929305821906443	0.32634717335857610
